Bin-size	Zeitschritt_0	Zeitschritt_1	Zeitschritt_2	Zeitschritt_3	Zeitschritt_4	Zeitschritt_5	Zeitschritt_6	Zeitschritt_7	Zeitschritt_8	Zeitschritt_9	Zeitschritt_10	Zeitschritt_11	Zeitschritt_12	Zeitschritt_13	Zeitschritt_14	Zeitschritt_15	Zeitschritt_16	Zeitschritt_17	Zeitschritt_18	Zeitschritt_19	Zeitschritt_20	Zeitschritt_21	Zeitschritt_22	Zeitschritt_23	Zeitschritt_24	Zeitschritt_25	Zeitschritt_26	Zeitschritt_27	Zeitschritt_28	Zeitschritt_29	Zeitschritt_30	Zeitschritt_31	Zeitschritt_32	Zeitschritt_33	Zeitschritt_34	Zeitschritt_35	Zeitschritt_36	Zeitschritt_37	Zeitschritt_38	Zeitschritt_39	Zeitschritt_40	Zeitschritt_41	Zeitschritt_42	Zeitschritt_43	Zeitschritt_44	Zeitschritt_45	Zeitschritt_46	Zeitschritt_47	Zeitschritt_48	Zeitschritt_49	Zeitschritt_50	Zeitschritt_51	Zeitschritt_52	Zeitschritt_53	Zeitschritt_54	Zeitschritt_55	Zeitschritt_56	Zeitschritt_57	Zeitschritt_58	Zeitschritt_59	Zeitschritt_60	Zeitschritt_61	Zeitschritt_62	Zeitschritt_63	Zeitschritt_64	Zeitschritt_65	Zeitschritt_66	Zeitschritt_67	Zeitschritt_68	Zeitschritt_69	Zeitschritt_70	Zeitschritt_71	Zeitschritt_72	Zeitschritt_73	Zeitschritt_74	Zeitschritt_75	Zeitschritt_76	Zeitschritt_77	Zeitschritt_78	Zeitschritt_79	Zeitschritt_80	Zeitschritt_81	Zeitschritt_82	Zeitschritt_83	Zeitschritt_84	Zeitschritt_85	Zeitschritt_86	Zeitschritt_87	Zeitschritt_88	Zeitschritt_89	Zeitschritt_90	
2.00923	0	0	0	0	1.70418e+20	3.69995e+21	2.72227e+22	1.1812e+23	3.69679e+23	9.23173e+23	1.95143e+24	3.6269e+24	6.08344e+24	9.383e+24	1.34958e+25	1.82981e+25	2.35859e+25	2.91015e+25	3.45645e+25	3.97027e+25	4.42783e+25	4.81056e+25	5.10602e+25	5.30805e+25	5.41625e+25	5.43508e+25	5.37268e+25	5.24064e+25	5.05243e+25	4.8213e+25	4.56098e+25	4.28228e+25	3.99417e+25	3.7039e+25	3.41719e+25	3.13884e+25	2.87252e+25	2.62022e+25	2.38319e+25	2.16205e+25	1.95696e+25	1.76772e+25	1.59486e+25	1.43801e+25	1.29588e+25	1.16723e+25	1.05093e+25	9.46585e+24	8.52886e+24	7.68684e+24	6.92976e+24	6.25079e+24	5.64233e+24	5.09707e+24	4.60758e+24	4.16826e+24	3.77394e+24	3.42018e+24	3.10248e+24	2.81745e+24	2.56119e+24	2.33026e+24	2.12231e+24	1.93491e+24	1.76604e+24	1.61344e+24	1.47555e+24	1.35076e+24	1.23774e+24	1.13531e+24	1.04231e+24	9.57898e+23	8.81071e+23	8.1119e+23	7.47492e+23	6.89441e+23	6.36444e+23	5.87996e+23	5.43704e+23	5.03126e+23	4.65979e+23	4.31881e+23	4.00604e+23	3.71854e+23	3.45419e+23	3.2109e+23	2.9867e+23	2.78012e+23	2.5893e+23	2.41328e+23	2.2505e+23	
2.15443	0	0	0	0	8.67885e+16	2.14948e+19	4.68322e+20	4.0687e+21	2.11482e+22	7.84808e+22	2.28841e+23	5.56011e+23	1.17042e+24	2.19385e+24	3.73604e+24	5.86934e+24	8.60826e+24	1.18993e+25	1.56234e+25	1.9609e+25	2.36536e+25	2.75473e+25	3.10955e+25	3.41367e+25	3.65537e+25	3.82778e+25	3.92879e+25	3.96025e+25	3.92889e+25	3.84362e+25	3.71492e+25	3.55295e+25	3.36693e+25	3.16499e+25	2.95403e+25	2.74014e+25	2.52831e+25	2.32199e+25	2.12373e+25	1.93529e+25	1.75785e+25	1.59205e+25	1.43904e+25	1.29903e+25	1.1713e+25	1.05508e+25	9.4957e+24	8.54613e+24	7.69151e+24	6.92236e+24	6.23021e+24	5.60927e+24	5.05291e+24	4.55461e+24	4.1077e+24	3.70708e+24	3.34804e+24	3.02646e+24	2.73823e+24	2.48015e+24	2.24863e+24	2.04046e+24	1.85347e+24	1.68535e+24	1.53424e+24	1.39804e+24	1.27527e+24	1.16446e+24	1.06437e+24	9.73886e+23	8.91943e+23	8.1776e+23	7.50418e+23	6.89319e+23	6.33769e+23	5.83268e+23	5.37279e+23	4.95338e+23	4.57089e+23	4.22129e+23	3.902e+23	3.60958e+23	3.34196e+23	3.09651e+23	2.8713e+23	2.66449e+23	2.47429e+23	2.2994e+23	2.13818e+23	1.98975e+23	1.85276e+23	
2.31013	0	0	0	0	6.1131e+10	9.19495e+16	6.56929e+18	1.19956e+20	1.08065e+21	6.2077e+21	2.59732e+22	8.56982e+22	2.34847e+23	5.54108e+23	1.15547e+24	2.17194e+24	3.73685e+24	5.95692e+24	8.88564e+24	1.2504e+25	1.67139e+25	2.13447e+25	2.61729e+25	3.09483e+25	3.54225e+25	3.93747e+25	4.26307e+25	4.50569e+25	4.66138e+25	4.73229e+25	4.72489e+25	4.64959e+25	4.51775e+25	4.34088e+25	4.12996e+25	3.89543e+25	3.64668e+25	3.39123e+25	3.1352e+25	2.88341e+25	2.63956e+25	2.40636e+25	2.18691e+25	1.98282e+25	1.79412e+25	1.62049e+25	1.46139e+25	1.31709e+25	1.18641e+25	1.06819e+25	9.61369e+24	8.65232e+24	7.78885e+24	7.01412e+24	6.31845e+24	5.69442e+24	5.13499e+24	4.63401e+24	4.18516e+24	3.78357e+24	3.42365e+24	3.10041e+24	2.81045e+24	2.55015e+24	2.31656e+24	2.10638e+24	1.91729e+24	1.74694e+24	1.59335e+24	1.45481e+24	1.32959e+24	1.21647e+24	1.11399e+24	1.02121e+24	9.37033e+23	8.60671e+23	7.91277e+23	7.28124e+23	6.7065e+23	6.18227e+23	5.70446e+23	5.26776e+23	4.86888e+23	4.50377e+23	4.16942e+23	3.86296e+23	3.58166e+23	3.32348e+23	3.0859e+23	2.86757e+23	2.6664e+23	
2.47708	0	0	0	0	0	9.58801e+12	8.43227e+15	5.52345e+17	1.17231e+19	1.28501e+20	9.01991e+20	4.57281e+21	1.8053e+22	5.83909e+22	1.60417e+23	3.84497e+23	8.20689e+23	1.58533e+24	2.80777e+24	4.60829e+24	7.07167e+24	1.0223e+25	1.40125e+25	1.83128e+25	2.29305e+25	2.76282e+25	3.2153e+25	3.62363e+25	3.96847e+25	4.23718e+25	4.42241e+25	4.52512e+25	4.55039e+25	4.50622e+25	4.40239e+25	4.24977e+25	4.05955e+25	3.84202e+25	3.60636e+25	3.3605e+25	3.11109e+25	2.86352e+25	2.62338e+25	2.39444e+25	2.17839e+25	1.97621e+25	1.78834e+25	1.61596e+25	1.45835e+25	1.31467e+25	1.18401e+25	1.06582e+25	9.59239e+24	8.63315e+24	7.76984e+24	6.99418e+24	6.29812e+24	5.67448e+24	5.11571e+24	4.61596e+24	4.16836e+24	3.76677e+24	3.40695e+24	3.08441e+24	2.79542e+24	2.53585e+24	2.30276e+24	2.09319e+24	1.90465e+24	1.73492e+24	1.58187e+24	1.4439e+24	1.31921e+24	1.20658e+24	1.10462e+24	1.01235e+24	9.28692e+23	8.52735e+23	7.83768e+23	7.21007e+23	6.63934e+23	6.11888e+23	5.64456e+23	5.21136e+23	4.81553e+23	4.45348e+23	4.12186e+23	3.81813e+23	3.53921e+23	3.2834e+23	3.04816e+23	
2.65609	0	0	0	0	0	1.03303e+06	1.28226e+12	4.92695e+14	3.27515e+16	8.37104e+17	1.14812e+19	1.00984e+20	6.34724e+20	3.06182e+21	1.1915e+22	3.87924e+22	1.0862e+23	2.67241e+23	5.87704e+23	1.17147e+24	2.14113e+24	3.62335e+24	5.72447e+24	8.50399e+24	1.1953e+25	1.59835e+25	2.04321e+25	2.50441e+25	2.95618e+25	3.37438e+25	3.73658e+25	4.02919e+25	4.24443e+25	4.37989e+25	4.43782e+25	4.42406e+25	4.34739e+25	4.21807e+25	4.04667e+25	3.84345e+25	3.61789e+25	3.37844e+25	3.13373e+25	2.89058e+25	2.65335e+25	2.42522e+25	2.20842e+25	2.00575e+25	1.81756e+25	1.64377e+25	1.48405e+25	1.33829e+25	1.20589e+25	1.08601e+25	9.77615e+24	8.79854e+24	7.91868e+24	7.12865e+24	6.41971e+24	5.78502e+24	5.21629e+24	4.70597e+24	4.24887e+24	3.83937e+24	3.47278e+24	3.14388e+24	2.84891e+24	2.5841e+24	2.34623e+24	2.13247e+24	1.94006e+24	1.76696e+24	1.61082e+24	1.47007e+24	1.34293e+24	1.2281e+24	1.12422e+24	1.0301e+24	9.44831e+23	8.67402e+23	7.97143e+23	7.33211e+23	6.75071e+23	6.22083e+23	5.73769e+23	5.2967e+23	4.89361e+23	4.52517e+23	4.1875e+23	3.87842e+23	3.59475e+23	
2.84804	0	0	0	0	0	4.44206e-07	1.07045e+07	7.21298e+10	2.2531e+13	1.68206e+15	5.25965e+16	9.03016e+17	9.9468e+18	7.76304e+19	4.59389e+20	2.16402e+21	8.41461e+21	2.77733e+22	7.95442e+22	2.01233e+23	4.56292e+23	9.38743e+23	1.77056e+24	3.08886e+24	5.02308e+24	7.66603e+24	1.10461e+25	1.50795e+25	1.96066e+25	2.44057e+25	2.91932e+25	3.37187e+25	3.77614e+25	4.11482e+25	4.37624e+25	4.5543e+25	4.64879e+25	4.66457e+25	4.60958e+25	4.49375e+25	4.32798e+25	4.12331e+25	3.89161e+25	3.64362e+25	3.38763e+25	3.13033e+25	2.87698e+25	2.6332e+25	2.40141e+25	2.18317e+25	1.97933e+25	1.7908e+25	1.61763e+25	1.45942e+25	1.31528e+25	1.18449e+25	1.0662e+25	9.59583e+24	8.63625e+24	7.77529e+24	7.00264e+24	6.3087e+24	5.68684e+24	5.12974e+24	4.6312e+24	4.18422e+24	3.78373e+24	3.42462e+24	3.10249e+24	2.81348e+24	2.55378e+24	2.32056e+24	2.1106e+24	1.92173e+24	1.75147e+24	1.59804e+24	1.45953e+24	1.33433e+24	1.22115e+24	1.11861e+24	1.02577e+24	9.41493e+23	8.6502e+23	7.95483e+23	7.3222e+23	6.74606e+23	6.2206e+23	5.74135e+23	5.30306e+23	4.90275e+23	4.53612e+23	
3.05386	0	0	0	0	0	0	0.0161989	168647	6.1476e+08	2.36656e+11	2.53254e+13	1.15566e+15	2.84771e+16	4.38605e+17	4.65561e+18	3.64833e+19	2.22013e+20	1.09017e+21	4.45075e+21	1.54724e+22	4.66988e+22	1.24353e+23	2.96131e+23	6.37959e+23	1.25576e+24	2.27822e+24	3.83872e+24	6.03286e+24	8.90103e+24	1.24094e+25	1.6422e+25	2.07559e+25	2.51884e+25	2.94843e+25	3.34224e+25	3.6811e+25	3.9511e+25	4.14493e+25	4.26057e+25	4.30051e+25	4.27081e+25	4.18001e+25	4.03887e+25	3.85917e+25	3.65161e+25	3.42568e+25	3.18952e+25	2.95147e+25	2.71667e+25	2.48892e+25	2.27101e+25	2.06541e+25	1.87344e+25	1.69567e+25	1.53189e+25	1.38192e+25	1.24527e+25	1.12135e+25	1.00928e+25	9.08354e+24	8.17519e+24	7.35767e+24	6.62403e+24	5.96624e+24	5.37739e+24	4.84949e+24	4.37671e+24	3.95311e+24	3.57354e+24	3.23343e+24	2.92826e+24	2.65467e+24	2.40881e+24	2.18806e+24	1.98947e+24	1.81089e+24	1.65003e+24	1.50494e+24	1.37408e+24	1.25579e+24	1.14895e+24	1.05218e+24	9.64578e+23	8.85107e+23	8.12975e+23	7.47436e+23	6.87798e+23	6.33529e+23	5.84011e+23	5.38884e+23	4.97645e+23	
3.27455	0	0	0	0	0	0	1.2402e-16	0.0173886	2237.76	6.68035e+06	3.08094e+09	4.39528e+11	2.75213e+13	9.30203e+14	1.94109e+16	2.74411e+17	2.81093e+18	2.19436e+19	1.35738e+20	6.8614e+20	2.90569e+21	1.05216e+22	3.31375e+22	9.20938e+22	2.28658e+23	5.12688e+23	1.0479e+24	1.9624e+24	3.39333e+24	5.46046e+24	8.22076e+24	1.1667e+25	1.57121e+25	2.01944e+25	2.48957e+25	2.95602e+25	3.39318e+25	3.77951e+25	4.09824e+25	4.33831e+25	4.49459e+25	4.56736e+25	4.56143e+25	4.48639e+25	4.35382e+25	4.17559e+25	3.96312e+25	3.72849e+25	3.48099e+25	3.22821e+25	2.97626e+25	2.73057e+25	2.49493e+25	2.27183e+25	2.06251e+25	1.86791e+25	1.68835e+25	1.52382e+25	1.37375e+25	1.23764e+25	1.11445e+25	1.00307e+25	9.02762e+24	8.1258e+24	7.3169e+24	6.59072e+24	5.93985e+24	5.35647e+24	4.83377e+24	4.36559e+24	3.94581e+24	3.56985e+24	3.23239e+24	2.92982e+24	2.65805e+24	2.41407e+24	2.1947e+24	1.99721e+24	1.81945e+24	1.65909e+24	1.51456e+24	1.38393e+24	1.26593e+24	1.15912e+24	1.06239e+24	9.74695e+23	8.95071e+23	8.22775e+23	7.56953e+23	6.97099e+23	6.42519e+23	
3.51119	0	0	0	0	0	0	1.97266e-41	4.30177e-14	2.26267e-05	1.84491	8300.02	6.70854e+06	1.68483e+09	1.79572e+11	9.89416e+12	3.22212e+14	6.82383e+15	1.00879e+17	1.0989e+18	9.20257e+18	6.12869e+19	3.33666e+20	1.51928e+21	5.89712e+21	1.98317e+22	5.85926e+22	1.53936e+23	3.62004e+23	7.6924e+23	1.4913e+24	2.65488e+24	4.38079e+24	6.75585e+24	9.80789e+24	1.34896e+25	1.76688e+25	2.21434e+25	2.66792e+25	3.1031e+25	3.49705e+25	3.83081e+25	4.09081e+25	4.26837e+25	4.36272e+25	4.37908e+25	4.32581e+25	4.21319e+25	4.05347e+25	3.85833e+25	3.63836e+25	3.40284e+25	3.16033e+25	2.91761e+25	2.67987e+25	2.45059e+25	2.23257e+25	2.02765e+25	1.83698e+25	1.66086e+25	1.49948e+25	1.35217e+25	1.21806e+25	1.09662e+25	9.8696e+24	8.88264e+24	7.99438e+24	7.1968e+24	6.48109e+24	5.83941e+24	5.26459e+24	4.74933e+24	4.28812e+24	3.87452e+24	3.50412e+24	3.17188e+24	2.87408e+24	2.60678e+24	2.3666e+24	2.15083e+24	1.9566e+24	1.7819e+24	1.62436e+24	1.48237e+24	1.35414e+24	1.23828e+24	1.13348e+24	1.03855e+24	9.52561e+23	8.74455e+23	8.03595e+23	7.39129e+23	
3.76494	0	0	0	0	0	0	0	5.91777e-32	1.89248e-15	1.68312e-08	0.00134057	8.90353	11818.9	4.96436e+06	8.72273e+08	7.71213e+10	3.90563e+12	1.24559e+14	2.68767e+15	4.14854e+16	4.78812e+17	4.28301e+18	3.0581e+19	1.7863e+20	8.7151e+20	3.61503e+21	1.29455e+22	4.0367e+22	1.10855e+23	2.71252e+23	5.96086e+23	1.18975e+24	2.17889e+24	3.69449e+24	5.846e+24	8.6886e+24	1.21999e+25	1.62803e+25	2.07559e+25	2.53984e+25	2.99527e+25	3.4168e+25	3.78038e+25	4.06949e+25	4.27613e+25	4.3983e+25	4.43906e+25	4.40566e+25	4.30894e+25	4.16053e+25	3.97207e+25	3.75514e+25	3.52011e+25	3.27579e+25	3.02903e+25	2.78561e+25	2.54989e+25	2.32519e+25	2.11345e+25	1.9162e+25	1.73369e+25	1.56567e+25	1.4121e+25	1.27238e+25	1.14586e+25	1.03143e+25	9.28286e+24	8.35458e+24	7.5205e+24	6.7722e+24	6.10081e+24	5.49959e+24	4.96043e+24	4.47775e+24	4.04512e+24	3.6577e+24	3.31038e+24	2.99873e+24	2.71919e+24	2.46799e+24	2.24247e+24	2.03949e+24	1.85693e+24	1.6924e+24	1.54405e+24	1.41017e+24	1.28917e+24	1.1798e+24	1.08069e+24	9.90976e+23	9.09542e+23	
4.03702	0	0	0	0	0	0	0	1.42906e-60	6.66457e-31	1.09311e-19	6.92767e-13	1.01812e-07	0.00148219	4.32338	3814.16	1.32782e+06	2.1913e+08	1.95737e+10	1.04521e+12	3.60205e+13	8.51031e+14	1.44703e+16	1.84235e+17	1.81513e+18	1.42253e+19	9.07789e+19	4.81262e+20	2.14493e+21	8.15016e+21	2.6785e+22	7.68985e+22	1.95511e+23	4.45772e+23	9.21749e+23	1.74569e+24	3.05253e+24	4.96381e+24	7.56206e+24	1.08638e+25	1.48033e+25	1.92316e+25	2.39308e+25	2.86137e+25	3.30002e+25	3.6864e+25	4.00318e+25	4.23923e+25	4.38879e+25	4.45455e+25	4.44331e+25	4.36458e+25	4.22986e+25	4.05138e+25	3.84098e+25	3.60903e+25	3.36491e+25	3.11642e+25	2.87001e+25	2.63035e+25	2.40125e+25	2.18475e+25	1.98194e+25	1.7939e+25	1.62076e+25	1.46245e+25	1.31812e+25	1.18718e+25	1.06873e+25	9.61855e+24	8.65669e+24	7.79166e+24	7.01577e+24	6.31923e+24	5.69533e+24	5.13607e+24	4.63541e+24	4.18685e+24	3.78474e+24	3.42449e+24	3.1012e+24	2.81143e+24	2.55105e+24	2.3173e+24	2.10705e+24	1.91786e+24	1.74749e+24	1.59384e+24	1.45527e+24	1.32997e+24	1.21682e+24	1.11434e+24	
4.32876	0	0	0	0	0	0	0	3.27311e-110	2.07577e-54	2.3164e-34	8.23446e-25	7.29347e-18	2.30062e-12	7.85241e-08	0.000532047	1.04432	766.029	251670	4.23446e+07	4.04197e+09	2.37152e+11	9.11872e+12	2.42085e+14	4.63277e+15	6.62535e+16	7.29997e+17	6.36058e+18	4.45544e+19	2.55333e+20	1.21874e+21	4.90784e+21	1.69534e+22	5.10282e+22	1.35725e+23	3.23002e+23	6.94743e+23	1.36267e+24	2.45969e+24	4.11944e+24	6.44787e+24	9.49345e+24	1.32243e+25	1.7495e+25	2.20826e+25	2.67351e+25	3.11897e+25	3.52036e+25	3.85561e+25	4.11273e+25	4.28611e+25	4.37585e+25	4.38674e+25	4.32772e+25	4.21001e+25	4.04538e+25	3.84561e+25	3.62165e+25	3.3834e+25	3.13894e+25	2.89525e+25	2.6571e+25	2.42788e+25	2.21056e+25	2.00677e+25	1.8176e+25	1.64298e+25	1.48293e+25	1.33691e+25	1.20427e+25	1.08423e+25	9.75807e+24	8.78227e+24	7.90404e+24	7.11597e+24	6.4087e+24	5.77513e+24	5.2074e+24	4.69856e+24	4.24294e+24	3.83442e+24	3.46866e+24	3.14045e+24	2.84625e+24	2.58206e+24	2.34479e+24	2.13151e+24	1.93955e+24	1.76681e+24	1.61094e+24	1.47048e+24	1.34357e+24	
4.64159	0	0	0	0	0	0	0	0	4.7301e-90	2.77171e-55	1.40749e-40	4.27228e-31	9.30714e-24	8.82332e-18	9.05947e-13	1.74056e-08	8.96545e-05	0.159221	117.191	41093	7.65064e+06	8.24373e+08	5.51268e+10	2.42293e+12	7.34206e+13	1.5969e+15	2.57986e+16	3.16769e+17	3.02277e+18	2.29236e+19	1.405e+20	7.10232e+20	3.01951e+21	1.09894e+22	3.47787e+22	9.69348e+22	2.40598e+23	5.37826e+23	1.09373e+24	2.04176e+24	3.52696e+24	5.67815e+24	8.55834e+24	1.21435e+25	1.63274e+25	2.09228e+25	2.56837e+25	3.03064e+25	3.4538e+25	3.81685e+25	4.10462e+25	4.30783e+25	4.4247e+25	4.45928e+25	4.41975e+25	4.31671e+25	4.16215e+25	3.96843e+25	3.74702e+25	3.50863e+25	3.26176e+25	3.01318e+25	2.76886e+25	2.533e+25	2.3088e+25	2.09777e+25	1.90121e+25	1.71949e+25	1.5526e+25	1.40021e+25	1.26155e+25	1.136e+25	1.02248e+25	9.20233e+24	8.2821e+24	7.45604e+24	6.71478e+24	6.04986e+24	5.45427e+24	4.9203e+24	4.44241e+24	4.01391e+24	3.6302e+24	3.28606e+24	2.97743e+24	2.70046e+24	2.45161e+24	2.22809e+24	2.02681e+24	1.8458e+24	1.68259e+24	
4.97702	0	0	0	0	0	0	0	0	1.55247e-148	8.16673e-87	7.68062e-62	1.27537e-48	9.48206e-39	7.80385e-31	2.95094e-24	1.14621e-18	7.63417e-14	1.23834e-09	6.29845e-06	0.0121345	10.2435	4250.44	951006	1.23773e+08	9.9798e+09	5.25618e+11	1.89156e+13	4.80184e+14	8.85167e+15	1.21875e+17	1.28159e+18	1.05558e+19	6.97996e+19	3.79045e+20	1.72485e+21	6.68627e+21	2.23941e+22	6.57231e+22	1.71173e+23	4.00108e+23	8.47794e+23	1.64305e+24	2.92855e+24	4.83244e+24	7.44199e+24	1.07732e+25	1.47535e+25	1.91921e+25	2.38569e+25	2.84845e+25	3.28131e+25	3.66012e+25	3.96732e+25	4.1926e+25	4.33274e+25	4.38988e+25	4.37086e+25	4.28578e+25	4.14643e+25	3.96527e+25	3.75387e+25	3.52241e+25	3.28031e+25	3.03509e+25	2.79295e+25	2.55798e+25	2.33361e+25	2.12191e+25	1.92419e+25	1.74113e+25	1.57266e+25	1.4187e+25	1.2784e+25	1.15126e+25	1.03627e+25	9.3264e+24	8.39376e+24	7.55534e+24	6.80323e+24	6.12831e+24	5.52404e+24	4.98223e+24	4.49725e+24	4.06261e+24	3.6732e+24	3.32418e+24	3.01105e+24	2.73024e+24	2.47782e+24	2.25125e+24	2.04736e+24	
5.3367	0	0	0	0	0	0	0	0	7.58373e-248	1.44569e-132	7.81924e-91	3.28352e-71	6.87408e-58	2.0647e-47	8.54138e-39	1.60135e-31	2.8281e-25	7.67539e-20	4.5278e-15	7.50152e-11	4.24507e-07	0.000956639	0.970821	490.472	134039	2.12435e+07	2.07114e+09	1.29748e+11	5.4248e+12	1.56844e+14	3.22833e+15	4.88122e+16	5.59134e+17	4.99422e+18	3.56942e+19	2.0853e+20	1.01407e+21	4.17797e+21	1.48176e+22	4.58831e+22	1.25612e+23	3.07429e+23	6.7726e+23	1.35359e+24	2.47839e+24	4.19412e+24	6.61175e+24	9.757e+24	1.35782e+25	1.7935e+25	2.26122e+25	2.73339e+25	3.18207e+25	3.58239e+25	3.91551e+25	4.16842e+25	4.33531e+25	4.41678e+25	4.41885e+25	4.35113e+25	4.22532e+25	4.05344e+25	3.84765e+25	3.61901e+25	3.37743e+25	3.13054e+25	2.88499e+25	2.64562e+25	2.41606e+25	2.19886e+25	1.99536e+25	1.80662e+25	1.63254e+25	1.47319e+25	1.32788e+25	1.19607e+25	1.07679e+25	9.69112e+24	8.72201e+24	7.85022e+24	7.06834e+24	6.36648e+24	5.73787e+24	5.17443e+24	4.66974e+24	4.21767e+24	3.81245e+24	3.44947e+24	3.12362e+24	2.8316e+24	2.56925e+24	
5.72237	0	0	0	0	0	0	0	0	0	1.71132e-206	1.39549e-133	8.63545e-102	2.18838e-83	2.46013e-69	6.13521e-58	2.12665e-48	2.9888e-40	3.41566e-33	5.14838e-27	1.45575e-21	1.00744e-16	2.09769e-12	1.54854e-08	4.62919e-05	0.0625231	41.807	14952.2	3.03434e+06	3.67436e+08	2.77793e+10	1.36213e+12	4.50657e+13	1.04594e+15	1.76714e+16	2.24755e+17	2.21327e+18	1.72818e+19	1.09442e+20	5.73705e+20	2.53503e+21	9.59444e+21	3.15448e+22	9.08935e+22	2.3173e+23	5.28913e+23	1.0926e+24	2.0627e+24	3.57992e+24	5.76357e+24	8.67725e+24	1.2303e+25	1.65179e+25	2.11164e+25	2.58388e+25	3.04141e+25	3.45792e+25	3.81188e+25	4.08813e+25	4.27922e+25	4.38408e+25	4.40777e+25	4.35891e+25	4.24853e+25	4.08887e+25	3.89232e+25	3.66995e+25	3.43195e+25	3.18669e+25	2.94106e+25	2.70048e+25	2.46868e+25	2.24874e+25	2.04203e+25	1.84986e+25	1.67238e+25	1.50968e+25	1.36119e+25	1.2262e+25	1.10402e+25	9.93616e+24	8.94254e+24	8.04829e+24	7.24586e+24	6.52573e+24	5.88026e+24	5.30194e+24	4.78367e+24	4.31967e+24	3.90348e+24	3.53092e+24	3.19666e+24	
6.13591	0	0	0	0	0	0	0	0	0	0	4.88184e-194	9.74536e-143	3.76407e-116	2.5817e-97	2.74947e-82	8.00744e-70	3.06235e-59	4.12379e-50	3.82325e-42	3.94713e-35	6.49582e-29	2.24584e-23	2.02828e-18	5.70301e-14	5.76514e-10	2.36188e-06	0.00433794	3.86547	1786.25	453575	6.64735e+07	5.90892e+09	3.34421e+11	1.26282e+13	3.32167e+14	6.31374e+15	8.94643e+16	9.72701e+17	8.32982e+18	5.75106e+19	3.26776e+20	1.55596e+21	6.28143e+21	2.17544e+22	6.55612e+22	1.74251e+23	4.13403e+23	8.81879e+23	1.71013e+24	3.04465e+24	5.02044e+24	7.71917e+24	1.11425e+25	1.51982e+25	1.97116e+25	2.44349e+25	2.90887e+25	3.33976e+25	3.71328e+25	4.01211e+25	4.22729e+25	4.35641e+25	4.40234e+25	4.37284e+25	4.27866e+25	4.1318e+25	3.94458e+25	3.72859e+25	3.49426e+25	3.25059e+25	3.00468e+25	2.76261e+25	2.52826e+25	2.30507e+25	2.0948e+25	1.89887e+25	1.71764e+25	1.55104e+25	1.39887e+25	1.26035e+25	1.13494e+25	1.02152e+25	9.19367e+24	8.27431e+24	7.44853e+24	6.70763e+24	6.04309e+24	5.44793e+24	4.91414e+24	4.43651e+24	4.00831e+24	
6.57933	0	0	0	0	0	0	0	0	0	0	6.44993e-289	2.77248e-201	5.40786e-160	3.10086e-134	3.43302e-114	9.13366e-98	6.32141e-84	4.75681e-72	1.0038e-61	1.15821e-52	1.19473e-44	1.6021e-37	3.74294e-31	1.92529e-25	2.63819e-20	1.12749e-15	1.71522e-11	1.03181e-07	0.000268097	0.324264	194.485	61584.5	1.094e+07	1.15672e+09	7.6943e+10	3.37877e+12	1.02054e+14	2.2008e+15	3.50489e+16	4.24859e+17	4.02616e+18	3.0535e+19	1.88302e+20	9.58361e+20	4.0962e+21	1.49503e+22	4.73041e+22	1.30969e+23	3.21508e+23	7.0838e+23	1.41615e+24	2.59022e+24	4.37089e+24	6.85917e+24	1.00886e+25	1.39966e+25	1.84257e+25	2.31384e+25	2.78601e+25	3.23045e+25	3.62324e+25	3.94619e+25	4.18691e+25	4.34087e+25	4.4098e+25	4.40064e+25	4.32332e+25	4.18966e+25	4.01202e+25	3.8024e+25	3.57148e+25	3.32895e+25	3.08221e+25	2.8378e+25	2.60019e+25	2.37304e+25	2.15847e+25	1.95779e+25	1.77188e+25	1.60064e+25	1.4441e+25	1.30142e+25	1.17208e+25	1.05509e+25	9.4958e+24	8.54622e+24	7.69256e+24	6.92681e+24	6.23934e+24	5.62389e+24	5.07212e+24	
7.0548	0	0	0	0	0	0	0	0	0	0	0	4.93597e-283	1.69907e-218	5.06759e-182	2.97165e-155	1.24342e-133	1.46179e-115	3.87044e-100	8.79028e-87	4.31098e-75	8.92041e-65	1.28966e-55	1.92606e-47	4.05329e-40	1.54553e-33	1.31339e-27	2.95703e-22	2.02741e-17	4.75752e-13	4.2122e-09	1.52653e-05	0.0245057	18.7963	7417.79	1.616e+06	2.06869e+08	1.64201e+10	8.47994e+11	2.97568e+13	7.37766e+14	1.33796e+16	1.8298e+17	1.92838e+18	1.59651e+19	1.06087e+20	5.77757e+20	2.62878e+21	1.01161e+22	3.34579e+22	9.65555e+22	2.46454e+23	5.62193e+23	1.15792e+24	2.17452e+24	3.75949e+24	6.03134e+24	9.04485e+24	1.27623e+25	1.70523e+25	2.1692e+25	2.64185e+25	3.09584e+25	3.50461e+25	3.84761e+25	4.11087e+25	4.28852e+25	4.38045e+25	4.3922e+25	4.33296e+25	4.21421e+25	4.04814e+25	3.84706e+25	3.62183e+25	3.38255e+25	3.1372e+25	2.89265e+25	2.65382e+25	2.42434e+25	2.20698e+25	2.00311e+25	1.81393e+25	1.63936e+25	1.47951e+25	1.3337e+25	1.20131e+25	1.08152e+25	9.73371e+24	8.76034e+24	7.88431e+24	7.09868e+24	6.39353e+24	
