Bin-size	Zeitschritt_0	Zeitschritt_1	Zeitschritt_2	Zeitschritt_3	Zeitschritt_4	Zeitschritt_5	Zeitschritt_6	Zeitschritt_7	Zeitschritt_8	Zeitschritt_9	Zeitschritt_10	Zeitschritt_11	Zeitschritt_12	Zeitschritt_13	Zeitschritt_14	Zeitschritt_15	Zeitschritt_16	Zeitschritt_17	Zeitschritt_18	Zeitschritt_19	Zeitschritt_20	Zeitschritt_21	Zeitschritt_22	Zeitschritt_23	Zeitschritt_24	Zeitschritt_25	Zeitschritt_26	Zeitschritt_27	Zeitschritt_28	Zeitschritt_29	Zeitschritt_30	Zeitschritt_31	Zeitschritt_32	Zeitschritt_33	Zeitschritt_34	Zeitschritt_35	Zeitschritt_36	Zeitschritt_37	Zeitschritt_38	Zeitschritt_39	Zeitschritt_40	Zeitschritt_41	Zeitschritt_42	Zeitschritt_43	Zeitschritt_44	Zeitschritt_45	Zeitschritt_46	Zeitschritt_47	Zeitschritt_48	Zeitschritt_49	Zeitschritt_50	Zeitschritt_51	Zeitschritt_52	Zeitschritt_53	Zeitschritt_54	Zeitschritt_55	Zeitschritt_56	Zeitschritt_57	Zeitschritt_58	Zeitschritt_59	Zeitschritt_60	Zeitschritt_61	Zeitschritt_62	Zeitschritt_63	Zeitschritt_64	Zeitschritt_65	Zeitschritt_66	Zeitschritt_67	Zeitschritt_68	Zeitschritt_69	Zeitschritt_70	Zeitschritt_71	Zeitschritt_72	Zeitschritt_73	Zeitschritt_74	Zeitschritt_75	Zeitschritt_76	Zeitschritt_77	Zeitschritt_78	Zeitschritt_79	Zeitschritt_80	Zeitschritt_81	Zeitschritt_82	Zeitschritt_83	Zeitschritt_84	Zeitschritt_85	Zeitschritt_86	Zeitschritt_87	Zeitschritt_88	Zeitschritt_89	Zeitschritt_90	
7.56463	0	0	0	0	0	0	0	0	0	0	0	0	1.1606e-299	4.9224e-245	8.80683e-209	4.19093e-180	2.17248e-156	2.76025e-136	5.86111e-119	7.58824e-104	1.50908e-90	9.16721e-79	2.88386e-68	7.12034e-59	1.92769e-50	7.52371e-43	5.31382e-36	8.16561e-30	3.18585e-24	3.586e-19	1.29384e-14	1.65299e-10	8.21892e-07	0.00174402	1.72608	863.577	234296	3.66891e+07	3.50641e+09	2.151e+11	8.85949e+12	2.54915e+14	5.27708e+15	8.06036e+16	9.32922e+17	8.40008e+18	6.02956e+19	3.50765e+20	1.68675e+21	6.83251e+21	2.37145e+22	7.14621e+22	1.89351e+23	4.46491e+23	9.48141e+23	1.83106e+24	3.24503e+24	5.31997e+24	8.13218e+24	1.16676e+25	1.58222e+25	2.04079e+25	2.51609e+25	2.9798e+25	3.40453e+25	3.76878e+25	4.05641e+25	4.25908e+25	4.37513e+25	4.40867e+25	4.36812e+25	4.26451e+25	4.10993e+25	3.91686e+25	3.69664e+25	3.45977e+25	3.21478e+25	2.96864e+25	2.72709e+25	2.49394e+25	2.27246e+25	2.06412e+25	1.8703e+25	1.69119e+25	1.52682e+25	1.37677e+25	1.24032e+25	1.1168e+25	1.00512e+25	9.04612e+24	8.14151e+24	
8.11131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59932e-278	2.43014e-240	3.66298e-209	6.29098e-183	1.97923e-160	7.04656e-141	1.01657e-123	1.51489e-108	4.74731e-95	5.45047e-83	3.57212e-72	1.91724e-62	1.13586e-53	9.47376e-46	1.36398e-38	4.01208e-32	2.76649e-26	5.07475e-21	2.78844e-16	5.14849e-12	3.5712e-08	0.000103152	0.135904	88.5311	30632.7	6.00649e+06	7.07359e+08	5.26763e+10	2.58126e+12	8.6061e+13	2.01851e+15	3.44237e+16	4.40419e+17	4.32306e+18	3.33681e+19	2.07401e+20	1.06088e+21	4.54267e+21	1.65451e+22	5.20293e+22	1.43366e+23	3.50406e+23	7.68203e+23	1.52563e+24	2.77148e+24	4.64281e+24	7.23456e+24	1.05687e+25	1.45634e+25	1.9046e+25	2.37674e+25	2.84554e+25	3.28301e+25	3.66549e+25	3.97521e+25	4.20156e+25	4.34133e+25	4.397e+25	4.37605e+25	4.28887e+25	4.14742e+25	3.9642e+25	3.75093e+25	3.51813e+25	3.2751e+25	3.02908e+25	2.7864e+25	2.55108e+25	2.3267e+25	2.11511e+25	1.91766e+25	1.73492e+25	1.56686e+25	1.41331e+25	1.27343e+25	1.14676e+25	1.03219e+25	
8.69749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33533e-277	8.93398e-243	1.58929e-213	3.25397e-188	4.52473e-166	1.54107e-146	3.36935e-129	9.96873e-114	7.20964e-100	2.05635e-87	3.42814e-76	4.60599e-66	6.5257e-57	1.21764e-48	3.58356e-41	1.95444e-34	2.29299e-28	6.67676e-23	5.54572e-18	1.49724e-13	1.47763e-09	5.91561e-06	0.0105325	9.06042	4057.85	1.01132e+06	1.47917e+08	1.3273e+10	7.62142e+11	2.91853e+13	7.75572e+14	1.47417e+16	2.06737e+17	2.20415e+18	1.83686e+19	1.22357e+20	6.64858e+20	3.00319e+21	1.14867e+22	3.77818e+22	1.08367e+23	2.74387e+23	6.20693e+23	1.26696e+24	2.35846e+24	4.04307e+24	6.43113e+24	9.56426e+24	1.33871e+25	1.7757e+25	2.24437e+25	2.71748e+25	3.1668e+25	3.56698e+25	3.89874e+25	4.14906e+25	4.31308e+25	4.39157e+25	4.39094e+25	4.32089e+25	4.19321e+25	4.02018e+25	3.81397e+25	3.58536e+25	3.34427e+25	3.09826e+25	2.85407e+25	2.61626e+25	2.38849e+25	2.17312e+25	1.97154e+25	1.78468e+25	1.6124e+25	1.45485e+25	1.31122e+25	
9.32603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89663e-282	2.69054e-249	1.14982e-220	1.78065e-195	3.70424e-173	2.8242e-153	1.73754e-135	1.62622e-119	3.88914e-105	3.63054e-92	1.88473e-80	7.29684e-70	2.67289e-60	1.14e-51	6.83876e-44	6.90314e-37	1.39547e-30	6.66536e-25	8.74884e-20	3.61042e-15	5.27274e-11	3.02973e-07	0.000753737	0.884496	525.246	167426	3.02266e+07	3.25461e+09	2.19789e+11	9.69388e+12	2.90525e+14	6.14453e+15	9.50283e+16	1.10677e+18	9.96593e+18	7.10754e+19	4.10946e+20	1.96486e+21	7.90757e+21	2.72041e+22	8.12008e+22	2.12913e+23	4.96848e+23	1.0444e+24	1.99613e+24	3.50142e+24	5.68292e+24	8.60754e+24	1.22496e+25	1.64884e+25	2.11156e+25	2.58639e+25	3.04537e+25	3.4615e+25	3.81409e+25	4.08794e+25	4.27609e+25	4.37779e+25	4.3982e+25	4.34623e+25	4.23323e+25	4.07141e+25	3.87323e+25	3.64974e+25	3.41124e+25	3.16592e+25	2.92066e+25	2.68072e+25	2.44984e+25	2.23093e+25	2.02532e+25	1.83441e+25	1.65814e+25	
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84312e-290	5.51885e-258	2.82892e-229	9.61941e-204	6.23952e-181	1.79323e-160	4.53163e-142	1.76173e-125	1.67915e-110	5.77746e-97	9.82729e-85	1.08093e-73	9.77341e-64	9.09415e-55	1.08183e-46	2.02547e-39	7.23739e-33	5.86982e-27	1.25843e-21	8.16706e-17	1.81322e-12	1.53714e-08	5.45582e-05	0.0876432	68.2662	27501.7	6.10364e+06	7.87122e+08	6.20605e+10	3.13777e+12	1.06443e+14	2.5181e+15	4.29859e+16	5.46181e+17	5.32076e+18	4.07736e+19	2.51439e+20	1.27271e+21	5.38767e+21	1.93757e+22	6.01599e+22	1.63711e+23	3.95044e+23	8.55078e+23	1.67692e+24	3.01116e+24	4.99259e+24	7.7064e+24	1.11552e+25	1.52426e+25	1.97856e+25	2.45251e+25	2.91858e+25	3.34878e+25	3.72055e+25	4.01689e+25	4.22881e+25	4.35406e+25	4.3961e+25	4.36303e+25	4.26569e+25	4.11616e+25	3.92697e+25	3.70958e+25	3.47449e+25	3.23053e+25	2.98482e+25	2.74323e+25	2.50961e+25	2.28743e+25	2.07826e+25	
10.7227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16689e-301	1.47673e-268	2.89599e-239	5.02707e-213	1.91457e-189	3.34952e-168	4.97145e-149	1.04208e-131	4.67572e-116	6.37287e-102	3.58617e-89	1.10604e-77	2.45242e-67	5.07637e-58	1.25398e-49	4.62177e-42	3.09479e-35	4.48126e-29	1.64087e-23	1.74921e-18	6.12125e-14	7.79044e-10	3.94173e-06	0.00859825	8.74811	4448.62	1.20721e+06	1.8569e+08	1.71458e+10	9.99459e+11	3.84566e+13	1.01656e+15	1.91721e+16	2.66694e+17	2.81815e+18	2.32085e+19	1.52552e+20	8.16647e+20	3.63306e+21	1.36878e+22	4.43285e+22	1.25176e+23	3.12069e+23	6.95814e+23	1.40208e+24	2.57921e+24	4.37059e+24	6.87805e+24	1.01316e+25	1.40596e+25	1.8505e+25	2.3223e+25	2.79391e+25	3.23684e+25	3.62691e+25	3.94575e+25	4.18172e+25	4.33095e+25	4.39529e+25	4.38193e+25	4.30104e+25	4.16457e+25	3.98494e+25	3.77409e+25	3.5427e+25	3.30027e+25	3.05408e+25	2.81074e+25	2.57443e+25	
11.4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11972e-280	5.01729e-250	7.78031e-223	2.61025e-198	3.707e-176	3.86284e-156	4.67233e-138	9.73555e-122	5.00128e-107	8.89476e-94	7.59345e-82	4.24475e-71	2.06807e-61	1.13203e-52	8.70941e-45	1.15064e-37	3.12662e-31	2.04211e-25	3.66678e-20	2.03233e-15	3.8528e-11	2.75551e-07	0.000812262	1.07339	686.397	228328	4.2164e+07	4.58054e+09	3.08246e+11	1.34842e+13	4.00284e+14	8.3781e+15	1.27828e+17	1.46588e+18	1.29698e+19	9.08305e+19	5.15715e+20	2.42008e+21	9.55695e+21	3.22606e+22	9.45925e+22	2.44079e+23	5.61217e+23	1.16275e+24	2.19257e+24	3.79971e+24	6.09993e+24	9.14808e+24	1.29003e+25	1.7222e+25	2.18877e+25	2.66282e+25	3.11621e+25	3.52277e+25	3.86262e+25	4.12182e+25	4.29484e+25	4.38189e+25	4.38897e+25	4.32552e+25	4.20318e+25	4.03427e+25	3.83105e+25	3.60434e+25	3.3643e+25	3.11869e+25	
12.3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25225e-293	2.25021e-261	4.897e-233	1.97205e-207	2.68553e-184	2.0616e-163	1.40736e-144	1.30835e-127	2.49297e-112	1.44009e-98	3.6333e-86	5.55435e-75	6.86768e-65	8.88039e-56	1.51318e-47	4.15738e-40	2.19491e-33	2.59012e-27	7.78959e-22	6.74797e-17	1.88373e-12	1.88654e-08	7.4697e-05	0.128062	103.305	42268.6	9.37674e+06	1.19933e+09	9.34781e+10	4.66565e+12	1.55732e+14	3.61597e+15	6.04274e+16	7.50844e+17	7.15229e+18	5.35609e+19	3.22673e+20	1.59542e+21	6.60537e+21	2.32818e+22	7.09612e+22	1.89639e+23	4.4992e+23	9.59078e+23	1.85497e+24	3.28924e+24	5.39046e+24	8.23343e+24	1.1802e+25	1.59857e+25	2.05861e+25	2.53372e+25	2.99597e+25	3.41778e+25	3.77784e+25	4.06018e+25	4.25717e+25	4.36752e+25	4.39577e+25	4.35058e+25	4.24317e+25	4.08566e+25	3.89063e+25	3.66926e+25	
13.2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.34405e-306	3.9206e-273	1.54331e-243	8.22212e-217	1.06269e-192	5.70446e-171	2.12185e-151	8.94344e-134	6.79119e-118	1.41464e-103	1.17283e-90	5.3823e-79	1.83806e-68	6.06052e-59	2.42427e-50	1.43326e-42	1.48357e-35	3.1367e-29	1.56095e-23	2.09592e-18	8.59478e-14	1.20703e-09	6.45131e-06	0.0144536	14.7913	7478.28	2.00503e+06	3.03938e+08	2.75589e+10	1.57269e+12	5.9038e+13	1.51996e+15	2.79052e+16	3.77579e+17	3.87899e+18	3.10484e+19	1.98603e+20	1.03707e+21	4.50924e+21	1.66141e+22	5.26875e+22	1.45972e+23	3.57657e+23	7.8498e+23	1.55873e+24	2.82951e+24	4.73552e+24	7.36949e+24	1.07455e+25	1.47762e+25	1.92874e+25	2.40235e+25	2.87094e+25	3.30618e+25	3.68494e+25	3.98971e+25	4.21047e+25	4.34438e+25	4.39441e+25	4.36834e+25	4.27678e+25	4.13179e+25	
14.1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17895e-285	2.99926e-254	1.9722e-226	2.25653e-201	8.32111e-179	1.77751e-158	3.76829e-140	1.28085e-123	1.06696e-108	3.18256e-95	4.75373e-83	4.78084e-72	4.18807e-62	3.98161e-53	4.99526e-45	9.88972e-38	3.67305e-31	2.99761e-25	6.2132e-20	3.73779e-15	7.38431e-11	5.35059e-07	0.00157159	2.04806	1285.63	418131	7.52296e+07	7.92919e+09	5.1643e+11	2.18447e+13	6.2649e+14	1.26611e+16	1.86458e+17	2.06658e+18	1.77205e+19	1.20576e+20	6.65803e+20	3.04342e+21	1.17342e+22	3.87559e+22	1.11405e+23	2.82205e+23	6.38087e+23	1.30139e+24	2.4194e+24	4.13873e+24	6.56711e+24	9.74434e+24	1.36083e+25	1.80102e+25	2.27113e+25	2.74388e+25	3.19087e+25	3.5871e+25	3.91356e+25	4.15787e+25	4.31562e+25	4.38798e+25	4.38178e+25	
15.1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6891e-297	2.08e-265	1.6554e-236	1.78374e-210	5.17213e-187	7.48191e-166	9.32405e-147	1.62792e-129	6.12818e-114	7.2924e-100	3.83457e-87	1.18641e-75	2.77381e-65	6.14388e-56	1.60369e-47	6.03669e-40	3.93902e-33	5.27551e-27	1.69731e-21	1.51206e-16	4.23873e-12	4.19478e-08	0.000162779	0.272055	213.049	84174.8	1.79653e+07	2.20674e+09	1.64958e+11	7.88977e+12	2.52207e+14	5.61493e+15	9.02385e+16	1.08165e+18	9.95399e+18	7.21513e+19	4.21885e+20	2.02993e+21	8.19863e+21	2.82401e+22	8.42869e+22	2.20862e+23	5.14726e+23	1.0794e+24	2.05707e+24	3.59857e+24	5.82465e+24	8.79827e+24	1.24852e+25	1.67599e+25	2.14065e+25	2.61556e+25	3.0725e+25	3.48482e+25	3.83221e+25	4.09978e+25	4.28134e+25	
16.2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23923e-277	5.64923e-247	6.79883e-220	1.84567e-195	2.11046e-173	1.7688e-153	1.77964e-135	3.3194e-119	1.66697e-104	3.11092e-91	2.87414e-79	1.73009e-68	8.77152e-59	4.73472e-50	3.37041e-42	3.86378e-35	8.55839e-29	4.31507e-23	5.73471e-18	2.29665e-13	3.12629e-09	1.61175e-05	0.0346119	33.7843	16245.3	4.13493e+06	5.94457e+08	5.10821e+10	2.76568e+12	9.88257e+13	2.4311e+15	4.27432e+16	5.55214e+17	5.49382e+18	4.2494e+19	2.63485e+20	1.33681e+21	5.6618e+21	2.03538e+22	6.31175e+22	1.71308e+23	4.11992e+23	8.88907e+23	1.73755e+24	3.10981e+24	5.13809e+24	7.90436e+24	1.14039e+25	1.55344e+25	2.01044e+25	2.48521e+25	2.95006e+25	3.37681e+25	3.74359e+25	
17.4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27004e-289	7.9284e-258	1.32746e-229	4.08364e-204	4.35578e-181	2.82654e-160	1.81406e-141	1.74783e-124	3.64497e-109	2.32458e-95	6.2773e-83	9.67677e-72	1.11759e-61	1.2458e-52	1.6921e-44	3.45572e-37	1.2802e-30	1.02033e-24	2.0413e-19	1.17776e-14	2.21465e-10	1.51723e-06	0.00419449	5.12981	3017.35	918530	1.5481e+08	1.53362e+10	9.43006e+11	3.7778e+13	1.02935e+15	1.98421e+16	2.79856e+17	2.98235e+18	2.46645e+19	1.62379e+20	8.69448e+20	3.86425e+21	1.45197e+22	4.68472e+22	1.318e+23	3.27323e+23	7.26986e+23	1.45872e+24	2.67242e+24	4.51011e+24	7.07038e+24	1.03761e+25	1.43492e+25	1.88259e+25	2.35533e+25	2.82576e+25	
18.7382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48525e-301	5.99734e-269	1.70923e-239	7.10522e-213	8.10395e-189	4.36198e-167	1.77216e-147	8.40385e-130	7.01654e-114	1.50881e-99	1.18081e-86	4.63535e-75	1.22831e-64	2.87704e-55	7.57567e-47	2.78789e-39	1.74663e-32	2.22608e-26	6.75494e-21	5.62752e-16	1.46563e-11	1.34161e-07	0.000480456	0.739949	534.243	195253	3.87447e+07	4.4439e+09	3.11481e+11	1.40355e+13	4.24826e+14	9.0004e+15	1.3821e+17	1.58935e+18	1.40732e+19	9.84816e+19	5.57545e+20	2.60519e+21	1.02428e+22	3.44167e+22	1.0044e+23	2.57843e+23	5.89896e+23	1.21604e+24	2.28213e+24	3.93651e+24	6.29216e+24	9.39839e+24	1.32016e+25	1.75615e+25	
20.0923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1984e-280	1.88052e-249	1.18811e-221	1.47875e-196	6.29733e-174	1.54081e-153	3.51213e-135	1.15853e-118	8.3051e-104	1.887e-90	1.91895e-78	1.18902e-67	5.92802e-58	3.06019e-49	2.05526e-41	2.19883e-34	4.49737e-28	2.07493e-22	2.50683e-17	9.09434e-13	1.119e-08	5.2147e-05	0.101534	90.3546	39829.6	9.34493e+06	1.24559e+09	9.98479e+10	5.07493e+12	1.71156e+14	3.9946e+15	6.68966e+16	8.31176e+17	7.89629e+18	5.88616e+19	3.52835e+20	1.73523e+21	7.14463e+21	2.50301e+22	7.58315e+22	2.01425e+23	4.75104e+23	1.00697e+24	1.93714e+24	3.41773e+24	5.57363e+24	8.47498e+24	
21.5443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47493e-291	1.91116e-259	1.77387e-230	2.26817e-204	7.37294e-181	1.06803e-159	1.15502e-140	1.50506e-123	3.67124e-108	2.48994e-94	6.70061e-82	9.87301e-71	1.067e-60	1.0974e-51	1.35735e-43	2.4939e-36	8.23296e-30	5.81517e-24	1.02771e-18	5.23427e-14	8.71071e-10	5.31154e-06	0.0131572	14.5208	7762.93	2.16384e+06	3.36555e+08	3.09838e+10	1.78228e+12	6.71462e+13	1.72972e+15	3.16734e+16	4.26389e+17	4.35462e+18	3.46326e+19	2.20058e+20	1.14075e+21	4.9239e+21	1.80078e+22	5.67001e+22	1.55983e+23	3.79647e+23	8.28054e+23	1.63422e+24	2.94981e+24	
23.1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46098e-303	1.71e-269	2.19402e-239	2.7869e-212	6.75202e-188	5.72487e-166	2.97712e-146	1.57673e-128	1.34085e-112	2.76233e-98	2.00345e-85	7.14826e-74	1.69424e-63	3.4948e-54	7.99875e-46	2.53771e-38	1.36425e-31	1.48967e-25	3.88031e-20	2.79066e-15	6.32312e-11	5.08122e-07	0.00161184	2.21874	1445.62	481090	8.76744e+07	9.29986e+09	6.06942e+11	2.56216e+13	7.30937e+14	1.46727e+16	2.14455e+17	2.35805e+18	2.00446e+19	1.35191e+20	7.39819e+20	3.35234e+21	1.28141e+22	4.19769e+22	1.19736e+23	3.01019e+23	6.75849e+23	
24.7708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11513e-279	1.92488e-248	2.39409e-220	4.37834e-195	2.25295e-172	5.84578e-152	1.29367e-133	3.936e-117	2.52901e-102	5.04573e-89	4.41759e-77	2.31487e-66	9.64153e-57	4.12805e-48	2.29257e-40	2.03e-33	3.45424e-27	1.33717e-21	1.37057e-16	4.26588e-12	4.55276e-08	0.00018618	0.321724	256.878	102525	2.19688e+07	2.69523e+09	2.00386e+11	9.51083e+12	3.01309e+14	6.6442e+15	1.0567e+17	1.25314e+18	1.14068e+19	8.18038e+19	4.73296e+20	2.25446e+21	9.01931e+21	3.07781e+22	9.10639e+22	
26.5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85645e-290	1.12746e-257	1.41853e-228	2.04292e-202	6.59662e-179	8.78763e-158	8.37043e-139	9.34915e-122	1.90734e-106	1.05709e-92	2.2847e-80	2.67507e-69	2.28618e-59	1.8589e-50	1.8259e-42	2.68845e-35	7.20722e-29	4.19259e-23	6.1852e-18	2.66702e-13	3.81092e-09	2.0231e-05	0.0441479	43.4017	20874.9	5.2857e+06	7.53373e+08	6.40504e+10	3.42776e+12	1.20942e+14	2.93648e+15	5.09411e+16	6.53033e+17	6.37802e+18	4.87211e+19	2.98556e+20	1.49736e+21	6.27349e+21	
28.4804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2977e-300	4.27279e-267	5.70315e-237	6.72456e-210	1.41595e-185	1.00413e-163	4.23367e-144	1.76421e-126	1.1522e-110	1.79412e-96	9.75623e-84	2.60413e-72	4.63218e-62	7.23596e-53	1.27337e-44	3.1608e-37	1.35191e-30	1.19471e-24	2.56269e-19	1.54438e-14	2.97725e-10	2.06464e-06	0.00572362	6.96951	4061.88	1.22129e+06	2.02995e+08	1.98056e+10	1.19866e+12	4.72414e+13	1.26653e+15	2.40257e+16	3.33678e+17	3.5044e+18	2.85727e+19	1.85604e+20	
30.5386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03172e-276	1.53059e-245	1.54688e-217	2.20798e-192	8.53819e-170	1.61155e-149	2.53527e-131	5.41513e-115	2.43094e-100	3.39377e-87	2.09692e-75	7.88679e-65	2.40829e-55	7.71977e-47	3.27758e-39	2.26642e-32	3.07793e-26	9.69746e-21	8.23773e-16	2.15942e-11	1.97085e-07	0.000699001	1.06114	753.336	270248	5.25904e+07	5.9114e+09	4.06079e+11	1.79366e+13	5.32546e+14	1.10783e+16	1.67131e+17	1.89004e+18	
32.7455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58961e-286	2.76054e-254	2.47682e-225	2.43693e-199	5.20356e-176	4.49623e-155	2.75346e-136	1.97516e-119	2.60659e-104	9.51386e-91	1.38855e-78	1.12693e-67	6.8498e-58	4.06579e-49	2.99512e-41	3.39121e-34	7.15514e-28	3.34404e-22	4.04054e-17	1.45255e-12	1.75903e-08	8.03625e-05	0.153013	132.982	57192.4	1.30897e+07	1.70217e+09	1.33219e+11	6.61827e+12	2.1834e+14	4.99059e+15	
35.1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52276e-296	3.18317e-263	2.57879e-233	1.79295e-206	2.19348e-182	8.99576e-161	2.20451e-141	5.43745e-124	2.16342e-108	2.11929e-94	7.48505e-82	1.33967e-70	1.65187e-60	1.84633e-51	2.3948e-43	4.49854e-36	1.49193e-29	1.04552e-23	1.81582e-18	9.03443e-14	1.46335e-09	8.66848e-06	0.0208305	22.2919	11555.9	3.1259e+06	4.72431e+08	4.23063e+10	2.37063e+12	
37.6494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22398e-272	1.69378e-241	8.70158e-214	6.32489e-189	1.26735e-166	1.27985e-146	1.11999e-128	1.3844e-112	3.74034e-98	3.27356e-85	1.3196e-73	3.36293e-63	7.19785e-54	1.66809e-45	5.26778e-38	2.78194e-31	2.95777e-25	7.46059e-20	5.18098e-15	1.13124e-10	8.75235e-07	0.00267241	3.54357	2227.16	715908	1.26243e+08	
40.3702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05646e-282	6.81544e-250	2.69047e-221	1.20526e-195	1.22689e-172	5.30699e-152	1.7075e-133	6.76449e-117	5.18129e-102	1.15152e-88	1.06876e-76	5.73777e-66	2.39152e-56	1.0065e-47	5.4252e-40	4.62461e-33	7.54315e-27	2.79108e-21	2.73037e-16	8.10565e-12	8.25633e-08	0.000322719	0.533881	408.973	
43.2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08618e-291	1.62266e-258	5.15742e-229	1.49357e-202	8.08006e-179	1.55773e-157	1.90846e-138	2.50003e-121	5.58458e-106	3.23024e-92	7.05162e-80	8.13843e-69	6.73439e-59	5.23869e-50	4.89075e-42	6.81648e-35	1.72575e-28	9.46931e-23	1.31818e-17	5.37132e-13	7.26631e-09	3.66145e-05	
46.4159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61207e-301	2.22743e-267	6.03703e-237	1.18971e-209	3.57891e-185	3.20136e-163	1.54901e-143	6.92703e-126	4.63763e-110	7.16041e-96	3.76666e-83	9.55928e-72	1.60069e-61	2.33989e-52	3.83991e-44	8.87055e-37	3.53057e-30	2.90742e-24	5.82332e-19	3.28686e-14	
