418.879	4.32895e-26
516.414	3.69967e-26
636.659	3.16965e-26
784.903	2.72235e-26
967.665	2.34411e-26
1192.98	2.02361e-26
1470.76	1.75145e-26
1813.23	1.51984e-26
2235.43	1.3223e-26
2755.94	1.15344e-26
3397.66	1.00876e-26
4188.79	8.84509e-27
5164.14	7.77548e-27
6366.59	6.8525e-27
7849.03	6.05414e-27
9676.65	5.36189e-27
11929.8	4.7602e-27
14707.6	4.23593e-27
18132.3	3.77802e-27
22354.3	3.37709e-27
27559.4	3.02522e-27
33976.6	2.71567e-27
41887.9	2.4427e-27
51641.4	2.20142e-27
63665.9	1.98768e-27
78490.3	1.79791e-27
96766.5	1.62904e-27
119298	1.47845e-27
147076	1.34389e-27
181323	1.22339e-27
223543	1.11528e-27
275594	1.0181e-27
339766	9.3057e-28
418879	8.51602e-28
516414	7.80231e-28
636659	7.1562e-28
784903	6.57035e-28
967665	6.03831e-28
1.19298e+06	5.55444e-28
1.47076e+06	5.11375e-28
1.81323e+06	4.71186e-28
2.23543e+06	4.34488e-28
2.75594e+06	4.00936e-28
3.39766e+06	3.70226e-28
4.18879e+06	3.42086e-28
5.16414e+06	3.16273e-28
6.36659e+06	2.92572e-28
7.84903e+06	2.7079e-28
9.67665e+06	2.50753e-28
1.19298e+07	2.32306e-28
1.47076e+07	2.15309e-28
1.81323e+07	1.99637e-28
2.23543e+07	1.85176e-28
2.75594e+07	1.71824e-28
3.39766e+07	1.59487e-28
4.18879e+07	1.48083e-28
5.16414e+07	1.37534e-28
6.36659e+07	1.27771e-28
7.84903e+07	1.18732e-28
9.67665e+07	1.10358e-28
1.19298e+08	1.02598e-28
1.47076e+08	9.54036e-29
1.81323e+08	8.87308e-29
2.23543e+08	8.25398e-29
2.75594e+08	7.67937e-29
3.39766e+08	7.14591e-29
4.18879e+08	6.65048e-29
5.16414e+08	6.19027e-29
6.36659e+08	5.76264e-29
7.84903e+08	5.3652e-29
9.67665e+08	4.99574e-29
1.19298e+09	4.65221e-29
1.47076e+09	4.33273e-29
1.81323e+09	4.03556e-29
2.23543e+09	3.75909e-29
2.75594e+09	3.50184e-29
3.39766e+09	3.26244e-29
4.18879e+09	3.03962e-29
5.16414e+09	2.8322e-29
6.36659e+09	2.63909e-29
7.84903e+09	2.45929e-29
9.67665e+09	2.29186e-29
1.19298e+10	2.13594e-29
1.47076e+10	1.99071e-29
1.81323e+10	1.85544e-29
2.23543e+10	1.72943e-29
2.75594e+10	1.61204e-29
3.39766e+10	1.50266e-29
4.18879e+10	1.40076e-29
5.16414e+10	1.3058e-29
6.36659e+10	1.21732e-29
7.84903e+10	1.13486e-29
9.67665e+10	1.05801e-29
1.19298e+11	9.86394e-30
1.47076e+11	9.19642e-30
1.81323e+11	8.57424e-30
2.23543e+11	7.9943e-30
2.75594e+11	7.45371e-30
3.39766e+11	6.9498e-30
4.18879e+11	6.48005e-30
