418.879	0
516.414	2.86304e-24
636.659	2.51003e-24
784.903	2.20575e-24
967.665	1.94308e-24
1192.98	1.71598e-24
1470.76	1.5193e-24
1813.23	1.34869e-24
2235.43	1.20042e-24
2755.94	1.07135e-24
3397.66	9.58769e-25
4188.79	8.60385e-25
5164.14	7.74235e-25
6366.59	6.98642e-25
7849.03	6.32174e-25
9676.65	5.73602e-25
11929.8	5.21875e-25
14707.6	4.7609e-25
18132.3	4.35472e-25
22354.3	3.99354e-25
27559.4	3.67162e-25
33976.6	3.38401e-25
41887.9	3.12644e-25
51641.4	2.89522e-25
63665.9	2.68715e-25
78490.3	2.49946e-25
96766.5	2.32975e-25
119298	2.17592e-25
147076	2.03615e-25
181323	1.90887e-25
223543	1.79267e-25
275594	1.68636e-25
339766	1.58887e-25
418879	1.49927e-25
516414	1.41673e-25
636659	1.34055e-25
784903	1.27007e-25
967665	1.20475e-25
1.19298e+06	1.14409e-25
1.47076e+06	1.08764e-25
1.81323e+06	1.03501e-25
2.23543e+06	9.85865e-26
2.75594e+06	9.39885e-26
3.39766e+06	8.96798e-26
4.18879e+06	8.56356e-26
5.16414e+06	8.18338e-26
6.36659e+06	7.82546e-26
7.84903e+06	7.48802e-26
9.67665e+06	7.16947e-26
1.19298e+07	6.86835e-26
1.47076e+07	6.58336e-26
1.81323e+07	6.31332e-26
2.23543e+07	6.05716e-26
2.75594e+07	5.81391e-26
3.39766e+07	5.5827e-26
4.18879e+07	5.36271e-26
5.16414e+07	5.15321e-26
6.36659e+07	4.95353e-26
7.84903e+07	4.76306e-26
9.67665e+07	4.58124e-26
1.19298e+08	4.40754e-26
1.47076e+08	4.2415e-26
1.81323e+08	4.08267e-26
2.23543e+08	3.93066e-26
2.75594e+08	3.78507e-26
3.39766e+08	3.64558e-26
4.18879e+08	3.51185e-26
5.16414e+08	3.38359e-26
6.36659e+08	3.26053e-26
7.84903e+08	3.14239e-26
9.67665e+08	3.02895e-26
1.19298e+09	2.91997e-26
1.47076e+09	2.81524e-26
1.81323e+09	2.71457e-26
2.23543e+09	2.61777e-26
2.75594e+09	2.52466e-26
3.39766e+09	2.43507e-26
4.18879e+09	2.34887e-26
5.16414e+09	2.26589e-26
6.36659e+09	2.186e-26
7.84903e+09	2.10907e-26
9.67665e+09	2.03498e-26
1.19298e+10	1.9636e-26
1.47076e+10	1.89484e-26
1.81323e+10	1.82857e-26
2.23543e+10	1.76471e-26
2.75594e+10	1.70315e-26
3.39766e+10	1.64381e-26
4.18879e+10	1.5866e-26
5.16414e+10	1.53143e-26
6.36659e+10	1.47823e-26
7.84903e+10	1.42693e-26
9.67665e+10	1.37744e-26
1.19298e+11	1.32971e-26
1.47076e+11	1.28367e-26
1.81323e+11	1.23925e-26
2.23543e+11	1.19639e-26
2.75594e+11	1.15504e-26
3.39766e+11	1.11514e-26
4.18879e+11	1.18336e-27
